OBJECTID_1,OUTFALL,ACREAGE,Y2STATUS,GROUP_,Y2CATEGORY,C_DISTRICT,WSHED,Shape_Length,Shape_Area
894,C1224,562.685845090000043,Proposed,0,5,D,SIMS BAYOU,21376.526878717013460,24510595.530237346887589
898,E5188,91.458864259999999,Proposed,4,4,A,WHITE OAK BAYOU,8761.453750814298473,3983948.169690817594528
900,C1292,104.444822770000002,Proposed,1,2,D,SIMS BAYOU,9685.841273900397937,4549616.880311057902873
917,C1277,238.214577310000010,Proposed,4,4,D,SIMS BAYOU,14249.534671711255214,10376627.192960072308779
936,D6054,75.762865390000002,Proposed,0,5,C,BRAYS BAYOU,7890.485525988258814,3300230.154104435816407
941,P1043,12.841393920000000,Proposed,4,4,B,GREENS BAYOU,3002.767779351075660,559371.097943550441414
942,P1042,11.187721489999999,Proposed,4,4,B,GREENS BAYOU,2992.989360031488104,487337.066061817982700
943,P1143,63.472555640000003,Proposed,1,1,B,GREENS BAYOU,6728.689165651839176,2764865.225076416041702
945,E5067,262.247986920000017,Proposed,3,2,B,WHITE OAK BAYOU,20236.577963926523807,11423522.292481979355216
946,P1139,32.879131119999997,Proposed,1,1,B,GREENS BAYOU,5661.456597677137324,1432215.099916522623971
947,P1047,58.691780240000000,Proposed,4,4,B,GREENS BAYOU,7387.368966006334631,2556614.143033165484667
950,E5194,96.640087899999997,Proposed,4,4,B,WHITE OAK BAYOU,10313.127277386156493,4209642.302762653678656
951,E5118,44.327880999999998,Proposed,4,5,B,WHITE OAK BAYOU,8789.230975546572154,1930922.933889675885439
955,E5122,47.744112119999997,Proposed,2,2,A,WHITE OAK BAYOU,6417.004903077049676,2079733.504040431696922
958,E5116,68.286092900000000,Proposed,4,5,A,WHITE OAK BAYOU,6879.759783429512936,2974542.214662253856659
960,E5121,30.509388930000000,Proposed,4,4,A,WHITE OAK BAYOU,5235.339087389581437,1328989.054477680008858
962,P1163,156.647168050000005,Proposed,3,1,B,GREENS BAYOU,14677.260038584683571,6823550.653864587657154
964,E5123,82.543111510000003,Proposed,3,2,A,WHITE OAK BAYOU,7779.842966000544038,3595577.352534513920546
968,E5117,23.382598250000001,Proposed,4,4,A,WHITE OAK BAYOU,3982.382995282552656,1018545.865544352796860
971,E5070,32.055408190000001,Proposed,4,4,B,WHITE OAK BAYOU,6221.599462475107430,1396334.009257154772058
973,C1023,30.807699820000000,Proposed,1,2,I,SIMS BAYOU,4733.687740492414378,1341983.440844676690176
984,E5040,14.965850590000001,Proposed,3,2,H,WHITE OAK BAYOU,4568.436621448415281,651912.064200365450233
987,C1220,23.481000880000000,Proposed,4,4,D,SIMS BAYOU,4580.928546214928247,1022832.456225497531705
989,C1190,49.399195710000001,Proposed,0,5,D,SIMS BAYOU,6334.076328288027980,2151828.865701433271170
993,C1271,52.205906689999999,Proposed,0,5,D,SIMS BAYOU,6097.910128330147927,2274089.090542779304087
1012,C1308,60.942056880000003,Proposed,0,5,D,SIMS BAYOU,8716.637840083598348,2654635.816197224892676
1013,C1309,68.583448860000004,Proposed,0,5,D,SIMS BAYOU,7070.620176373894537,2987494.857505544554442
1017,H1042,18.049554870000001,Proposed,4,4,B,HUNTING BAYOU,3595.846715714527363,786238.527370290132239
1031,E5009,21.675922799999999,Proposed,3,2,H,WHITE OAK BAYOU,4572.086304249133718,944203.240939834853634
1033,H1089,19.652966400000000,Proposed,4,4,I,HUNTING BAYOU,4261.504900869741505,856083.133617349085398
1034,E5016,8.773564500000001,Proposed,4,4,A,WHITE OAK BAYOU,2831.291223246686059,382176.547953709145077
1044,C1058,68.891058779999994,Proposed,4,4,I,SIMS BAYOU,8322.831254785058263,3000894.424360158853233
1050,C1067,19.420895699999999,Proposed,0,5,I,SIMS BAYOU,3777.429797590371436,845974.211986451409757
1051,C1286,167.637509550000004,Proposed,0,5,D,SIMS BAYOU,11385.803191171542494,7302290.623891736380756
1053,C1139,477.157272739999996,Proposed,1,2,D,SIMS BAYOU,22204.878224155661883,20784970.995009489357471
1063,P1137,63.999271360000002,Proposed,3,1,B,GREENS BAYOU,9180.462825994238301,2787808.352420963346958
1064,P1095,138.594406090000007,Proposed,0,5,B,GREENS BAYOU,10854.776081516503837,6037172.619821016676724
1065,P1174,193.708310479999994,Proposed,0,5,B,GREENS BAYOU,13564.936378088965284,8437934.012831212952733
1066,P1138,56.794967139999997,Proposed,0,5,B,GREENS BAYOU,8432.316737283048496,2473988.871609419584274
1072,P1156,100.157525210000003,Proposed,4,4,B,GREENS BAYOU,8848.243228710443873,4362861.945381188765168
1078,C1234,58.946926370000000,Proposed,0,5,D,SIMS BAYOU,8161.528066714704437,2567728.094408132135868
1079,E5069,17.611722409999999,Proposed,4,4,B,WHITE OAK BAYOU,3539.425319271545050,767166.663989054039121
1080,E5068,59.995830060000003,Proposed,4,4,B,WHITE OAK BAYOU,8357.697189326929220,2613418.343801996670663
1083,P1136,54.417586870000001,Proposed,1,1,B,GREENS BAYOU,6689.753425636777138,2370429.635347669012845
1085,P1135,84.809105029999998,Proposed,1,1,B,GREENS BAYOU,9417.755639450173476,3694284.233911782037467
1086,E5113,59.689799649999998,Proposed,4,5,A,WHITE OAK BAYOU,8546.067821648426616,2600087.613912116270512
1087,P1098,221.247230010000010,Proposed,4,4,B,GREENS BAYOU,13004.637185770468932,9637529.834240442141891
1091,E5115,52.513996440000000,Proposed,3,2,A,WHITE OAK BAYOU,6584.012446075832486,2287509.639354483224452
1095,E5063,22.015625239999999,Proposed,4,4,B,WHITE OAK BAYOU,4402.715639104390903,959000.923630068427883
1097,P1133,153.866384860000011,Proposed,1,1,B,GREENS BAYOU,12736.237263667029765,6702419.599518802016973
1116,P1010,101.210634510000006,Proposed,4,4,B,GREENS BAYOU,12807.953960671458844,4408735.474697270430624
1119,P1199,42.124508149999997,Proposed,0,5,B,GREENS BAYOU,6105.659174560340944,1834943.536443428369239
1120,P1048,33.794577099999998,Proposed,0,5,B,GREENS BAYOU,5692.453656716378646,1472091.682087920606136
1125,P1189,43.209648379999997,Proposed,4,4,A,GREENS BAYOU,6168.597275690615788,1882212.202391847036779
1126,P1190,25.642491440000001,Proposed,4,4,A,GREENS BAYOU,4749.250536708368600,1116986.964332534000278
1129,P1188,62.403700800000003,Proposed,0,5,A,GREENS BAYOU,7744.593357189636663,2718305.146551701240242
1131,P1024,24.962692940000000,Proposed,0,5,B,GREENS BAYOU,4595.631644387331107,1087375.076007073977962
1132,P1201,85.464402849999999,Proposed,4,4,B,GREENS BAYOU,12558.322313211730943,3722829.030413006898016
1134,P1200,31.175096969999998,Proposed,0,5,B,GREENS BAYOU,5496.226142807752694,1357987.265697128139436
1135,P1187,71.732925949999995,Proposed,0,5,A,GREENS BAYOU,8746.056746976331851,3124686.177640553098172
1138,P1186,75.903499260000004,Proposed,4,4,A,GREENS BAYOU,9775.684547891500188,3306356.107154933735728
1144,P1191,10.956604640000000,Proposed,0,5,A,GREENS BAYOU,4550.112048649089957,477269.619377166905906
1146,E5144,7.525018880000000,Proposed,4,5,A,WHITE OAK BAYOU,3189.020948630301518,327789.850879095727578
1154,P1158,33.768747490000003,Proposed,3,1,B,GREENS BAYOU,5062.896015323566644,1470966.411726834485307
1157,P1157,18.950259849999998,Proposed,1,1,B,GREENS BAYOU,3632.451664360408813,825473.275418951525353
1159,P1168,64.416938840000000,Proposed,3,1,B,GREENS BAYOU,8862.934172073797527,2806002.039811912924051
1161,P1155,160.615004849999991,Proposed,1,1,B,GREENS BAYOU,11932.235441064247425,6996389.808551029302180
1163,P1164,25.659769040000000,Proposed,1,1,B,GREENS BAYOU,4353.636191377889190,1117739.288898242637515
1165,E5193,75.387610699999996,Proposed,1,2,A,WHITE OAK BAYOU,11391.927939535187761,3283884.169649326708168
1168,P1165,39.776906320000002,Proposed,3,1,B,GREENS BAYOU,5282.376497787033259,1732681.933547527063638
1169,P1195,55.440018770000002,Proposed,4,4,B,GREENS BAYOU,6853.177723907602740,2414966.935346378944814
1174,P1096,53.603529289999997,Proposed,4,4,B,GREENS BAYOU,6457.799032651088964,2334969.426847444381565
1176,P1097,30.522940999999999,Proposed,4,4,B,GREENS BAYOU,4683.827853264377154,1329579.463381145847961
1178,P1170,19.350371119999998,Proposed,0,5,B,GREENS BAYOU,4716.785259627161395,842902.078751251450740
1180,P1119,137.162228910000010,Proposed,3,1,B,GREENS BAYOU,11415.474632523964829,5974786.605294371955097
1197,W1071,12.251325240000000,Proposed,0,5,G,BUFFALO BAYOU,3284.939851713664666,533667.722894577891566
1199,W1073,20.254234480000001,Proposed,0,5,G,BUFFALO BAYOU,3634.233679913960714,882274.306292104884051
1201,P1142,39.536395759999998,Proposed,4,3,B,GREENS BAYOU,7107.581324462341399,1722205.488219937309623
1202,P1123,33.565348659999998,Proposed,4,3,B,GREENS BAYOU,5638.161367103410157,1462106.676000965293497
1203,P1094,72.047425840000002,Proposed,3,1,B,GREENS BAYOU,7506.925596577502802,3138386.211160965729505
1204,P1130,53.160377279999999,Proposed,1,1,H,GREENS BAYOU,6737.944617362129065,2315666.296625072602183
1208,P1092,203.723055570000014,Proposed,3,1,B,GREENS BAYOU,15442.734804315587098,8874175.738622734323144
1209,P1090,81.223811459999993,Proposed,2,1,B,GREENS BAYOU,7780.783231360002901,3538109.018046411685646
1210,P1091,76.932162289999994,Proposed,3,1,B,GREENS BAYOU,7762.432016164511879,3351165.058320127427578
1212,P1152,30.924791819999999,Proposed,1,1,B,GREENS BAYOU,5471.296725957801755,1347083.838610906386748
1214,P1131,97.016842699999998,Proposed,1,1,B,GREENS BAYOU,11244.101811303535214,4226053.567614084109664
1220,H1144,43.002736919999997,Proposed,3,2,E,HUNTING BAYOU,7652.753948453834710,1873198.966925581917167
1229,P1104,64.899212890000001,Proposed,1,1,B,GREENS BAYOU,7423.388609015478323,2827009.835299429949373
1231,P1081,45.002673530000003,Proposed,1,1,B,GREENS BAYOU,5896.887612048905794,1960316.421401171945035
1232,E5104,76.107403969999993,Proposed,4,5,B,WHITE OAK BAYOU,8701.039267781508897,3315238.205494548659772
1237,E5173,42.768323840000001,Proposed,3,2,A,WHITE OAK BAYOU,5636.826641085643132,1862988.323248536791652
1245,E5168,79.152673280000002,Proposed,4,4,A,WHITE OAK BAYOU,9587.939702212826887,3447890.754883771762252
1247,E5043,25.269602979999998,Proposed,4,4,H,WHITE OAK BAYOU,4608.639030814644684,1100743.862292354926467
1270,H1053,96.377497460000001,Proposed,4,4,B,HUNTING BAYOU,9253.838598876664037,4198203.842749182134867
1276,W1084,64.428571700000006,Proposed,0,5,A,BUFFALO BAYOU,10585.054602784688541,2806508.624858953058720
1278,H1072,78.690791899999994,Proposed,4,4,B,HUNTING BAYOU,9554.400477537665211,3427770.927889553830028
1298,W1079,15.010906100000000,Proposed,0,5,H,BUFFALO BAYOU,3391.662264354858962,653875.053411206696182
1362,C1082,18.994537590000000,Proposed,1,2,I,SIMS BAYOU,3696.739456214103484,827401.945426785852760
1372,P1134,117.802659759999997,Proposed,1,1,B,GREENS BAYOU,13100.603944976910498,5131483.569305310957134
1373,P1172,133.328765559999994,Proposed,0,5,B,GREENS BAYOU,9913.828112325119946,5807801.220166221261024
1378,E5064,10.009714860000001,Proposed,4,4,B,WHITE OAK BAYOU,2848.734063805030928,436023.191742599185091
1392,E5167,49.416087470000001,Proposed,4,4,A,WHITE OAK BAYOU,6012.409230753010888,2152564.718856532592326
1393,E5084,31.431002939999999,Proposed,4,5,B,WHITE OAK BAYOU,5507.660646684051244,1369134.582473485264927
1395,E5029,19.983745819999999,Proposed,2,2,A,WHITE OAK BAYOU,4692.655649436183921,870491.924408569117077
1396,E5028,19.663907219999999,Proposed,4,4,A,WHITE OAK BAYOU,4642.410188097142054,856559.783373172860593
1403,H1079,127.129755450000005,Proposed,0,5,I,HUNTING BAYOU,10302.984299604504486,5537771.632764649577439
1404,H1077,114.054869179999997,Proposed,4,4,I,HUNTING BAYOU,9653.923205382048764,4968230.360377211123705
1420,W1087,25.813601800000001,Proposed,0,5,A,BUFFALO BAYOU,4704.231777433361458,1124440.652822176227346
1421,E5151,46.780062309999998,Proposed,1,2,A,WHITE OAK BAYOU,6806.888994028548041,2037739.383403985528275
1426,W1004,22.059432720000000,Proposed,3,2,A,BUFFALO BAYOU,4527.588553004255118,960908.623139582341537
1427,H1061,3.806270210000000,Proposed,4,4,B,HUNTING BAYOU,1808.889344770407888,165801.107600576797267
1429,W1024,91.487658199999998,Proposed,1,2,A,BUFFALO BAYOU,9001.099399242959407,3985202.162099771201611
1430,E5014,3.782553210000000,Proposed,4,4,H,WHITE OAK BAYOU,1670.108434093890764,164768.010996660479577
1433,E5008,23.300482500000001,Proposed,4,4,H,WHITE OAK BAYOU,4393.266346642439203,1014968.841592847369611
1435,W1052,39.159681259999999,Proposed,0,5,A,BUFFALO BAYOU,5443.238208854481854,1705795.913653118535876
1436,H1100,117.524577930000007,Proposed,4,4,I,HUNTING BAYOU,9687.354639712779317,5119370.737084165215492
1437,H1101,36.028393930000000,Proposed,0,5,I,HUNTING BAYOU,5351.595350075396709,1569396.854177971370518
1442,C1010,14.866815969999999,Proposed,4,4,E,SIMS BAYOU,4620.973849179363242,647598.479018721613102
1452,P1147,259.012256499999978,Proposed,3,1,B,GREENS BAYOU,20929.260568972844339,11282574.076652893796563
1453,H1065,84.247313000000005,Proposed,4,4,B,HUNTING BAYOU,9188.908468893914687,3669813.023614182602614
1455,P1253,54.995158699999998,Proposed,1,1,B,GREENS BAYOU,6899.135602288623886,2395589.069101131521165
1456,E5065,30.859243759999998,Proposed,4,4,B,WHITE OAK BAYOU,6941.269415790264247,1344228.578320143977180
1458,P1117,61.355935600000002,Proposed,1,1,B,GREENS BAYOU,9032.837469061203592,2672664.529303902294487
1459,P1151,61.506303410000001,Proposed,1,1,B,GREENS BAYOU,8094.985952953360538,2679214.813827226404101
1464,E5125,44.743169109999997,Proposed,1,2,A,WHITE OAK BAYOU,6295.071946929675505,1949012.485344188520685
1465,P1132,95.140069030000006,Proposed,1,1,H,GREENS BAYOU,10075.191970399782804,4144301.406625325791538
1472,P1173,32.678338840000002,Proposed,3,1,B,GREENS BAYOU,4949.036377222518240,1423468.605020959395915
1479,E5062,127.196841079999999,Proposed,3,2,B,WHITE OAK BAYOU,11415.686547122075353,5540694.853409893810749
1480,P1159,51.296619370000002,Proposed,1,1,B,GREENS BAYOU,7181.269723432163119,2234480.735573153942823
1481,E5061,11.229046029999999,Proposed,4,4,H,WHITE OAK BAYOU,3447.873822085398388,489137.132245663611684
1482,P1118,251.258133469999990,Proposed,1,1,B,GREENS BAYOU,15079.447581428576086,10944803.666750904172659
1484,P1144,115.137121059999998,Proposed,3,1,B,GREENS BAYOU,11386.416597840050599,5015372.766285388730466
1488,E5205,32.436896040000001,Proposed,3,2,B,WHITE OAK BAYOU,5173.325227340230413,1412951.123314487980679
1491,E5094,116.019614369999999,Proposed,3,2,A,WHITE OAK BAYOU,10961.668347614191589,5053814.806169487535954
1493,P1125,55.241045739999997,Proposed,1,1,B,GREENS BAYOU,6971.105134618833290,2406300.260374262928963
1494,P1120,36.674644499999999,Proposed,4,3,B,GREENS BAYOU,5437.272741550124920,1597547.803860879037529
1495,E5111,27.691077190000001,Proposed,1,2,A,WHITE OAK BAYOU,5092.808149039847194,1206223.187928434694186
1499,E5056,159.246790739999994,Proposed,1,2,B,WHITE OAK BAYOU,11333.708898178365416,6936789.799177533946931
1500,E5060,5.432950210000000,Proposed,4,4,H,WHITE OAK BAYOU,2128.812431805251435,236659.296536525682313
1502,P1122,123.540408499999998,Proposed,1,1,H,GREENS BAYOU,12356.730413279405184,5381420.194326500408351
1503,P1121,222.670466070000003,Proposed,1,1,H,GREENS BAYOU,13006.086450971091836,9699525.392691584303975
1506,P1124,298.807604770000012,Proposed,4,4,H,GREENS BAYOU,15627.413517941147802,13016059.602569337934256
1507,E5110,50.372458799999997,Proposed,1,2,A,WHITE OAK BAYOU,6400.804345519952221,2194224.257253074087203
1515,E5209,22.658224919999999,Proposed,4,4,B,WHITE OAK BAYOU,4029.655211473592317,986992.149640157236718
1516,E5059,3.034659290000000,Proposed,4,4,H,WHITE OAK BAYOU,1471.524536654909070,132189.795710038917605
1517,P1129,149.672911090000014,Proposed,1,1,B,GREENS BAYOU,11548.553446805510248,6519752.101373258046806
1520,E5185,9.550505490000001,Proposed,4,5,A,WHITE OAK BAYOU,3529.142412334668279,416020.120649628457613
1523,P1116,30.964930920000000,Proposed,1,1,B,GREENS BAYOU,5240.366964399655444,1348832.230232850648463
1524,E5186,23.983530410000000,Proposed,4,5,A,WHITE OAK BAYOU,4667.055235826578610,1044722.397666596458293
1527,P1128,66.080820729999999,Proposed,1,1,H,GREENS BAYOU,8194.147377865960152,2878480.655659722164273
1530,E5058,2.666735170000000,Proposed,4,4,H,WHITE OAK BAYOU,1373.179304560730088,116162.944021362054627
1531,P1093,86.351407559999998,Proposed,3,1,B,GREENS BAYOU,9318.432674644318467,3761467.007011252455413
1533,E5105,259.731657919999975,Proposed,4,5,A,WHITE OAK BAYOU,20104.453434681603540,11313911.168540010228753
1538,E5183,25.947760870000000,Proposed,4,5,A,WHITE OAK BAYOU,4357.635776160662317,1130284.425903154304251
1539,E5204,35.351541660000002,Proposed,4,4,B,WHITE OAK BAYOU,4999.438935230767129,1539912.980773113667965
1540,E5057,5.406773340000000,Proposed,4,4,H,WHITE OAK BAYOU,2076.890658567754144,235519.067563929507742
1542,P1107,92.720468810000000,Proposed,1,1,B,GREENS BAYOU,8651.394134081187076,4038903.605873458087444
1543,P1109,102.901453900000007,Proposed,1,1,B,GREENS BAYOU,8913.502743623270362,4482387.681922668591142
1544,P1106,61.769770309999998,Proposed,1,1,B,GREENS BAYOU,7681.961192257930634,2690691.041023286525160
1545,E5075,40.633477190000001,Proposed,3,2,A,WHITE OAK BAYOU,5344.831810684579978,1769994.336745671927929
1547,E5103,31.662664729999999,Proposed,2,2,B,WHITE OAK BAYOU,6826.853265700114207,1379225.739141175756231
1548,E5071,6.551205070000000,Proposed,4,5,A,WHITE OAK BAYOU,2288.019306919981318,285370.517514543957077
1549,E5152,131.297680710000009,Proposed,2,2,A,WHITE OAK BAYOU,9967.880826650156450,5719327.058971801772714
1565,E5010,104.960729830000005,Proposed,3,5,A,WHITE OAK BAYOU,11155.772734159396350,4572089.706399530172348
1580,W1037,20.529563929999998,Proposed,3,2,G,BUFFALO BAYOU,4071.471814344577979,894267.685633244575001
1609,E5190,48.646764660000002,Proposed,4,4,A,WHITE OAK BAYOU,5979.532889345339754,2119052.927293095272034
1610,E5203,53.883585789999998,Proposed,4,4,B,WHITE OAK BAYOU,6146.312564924435719,2347169.219859299715608
1612,E5177,99.845529529999993,Proposed,4,5,A,WHITE OAK BAYOU,8375.862468516936133,4349270.869347006082535
1613,E5208,16.524699360000000,Proposed,4,4,B,WHITE OAK BAYOU,4499.504306107135562,719815.806190196424723
1617,E5109,90.446550569999999,Proposed,4,4,B,WHITE OAK BAYOU,9806.185321712304358,3939851.667997082695365
1618,E5182,11.707772560000000,Proposed,4,4,A,WHITE OAK BAYOU,3034.336000076129494,509990.617540806357283
1620,E5184,10.126245859999999,Proposed,4,5,A,WHITE OAK BAYOU,3173.608847366305781,441099.298942238267045
1621,E5176,70.608546770000004,Proposed,4,5,A,WHITE OAK BAYOU,8002.926351610142774,3075708.424461369402707
1622,E5108,77.655578050000003,Proposed,3,2,B,WHITE OAK BAYOU,8675.494478199250807,3382676.886008807923645
1624,P1160,55.316465330000000,Proposed,3,1,B,GREENS BAYOU,6735.812283351221595,2409585.140911026857793
1625,E5178,47.317931309999999,Proposed,4,4,A,WHITE OAK BAYOU,6389.565117191348691,2061169.200541431084275
1627,P1127,90.760751709999994,Proposed,1,1,H,GREENS BAYOU,8477.939672262211388,3953538.242391436360776
1628,P1169,28.199121330000001,Proposed,4,4,B,GREENS BAYOU,4859.993257928329513,1228353.672415614826605
1630,E5055,14.882998620000000,Proposed,4,4,H,WHITE OAK BAYOU,4673.742513459459587,648303.342511522700079
1633,P1099,107.913584839999999,Proposed,1,1,B,GREENS BAYOU,10346.028545435727210,4700716.021300156600773
1638,E5054,61.802825270000000,Proposed,3,2,B,WHITE OAK BAYOU,7399.205489237464462,2692131.265199137385935
1640,E5181,11.976687860000000,Proposed,4,4,A,WHITE OAK BAYOU,3482.310402240058920,521704.478948640229646
1641,E5180,28.489096660000001,Proposed,4,4,A,WHITE OAK BAYOU,4902.970277479475953,1240985.339133997913450
1644,E5175,42.925919610000001,Proposed,4,5,A,WHITE OAK BAYOU,5874.371833725762372,1869853.281440640101209
1645,E5202,28.125423649999998,Proposed,3,2,B,WHITE OAK BAYOU,4431.834713616999579,1225143.545040918048471
1646,E5051,75.377762680000004,Proposed,3,2,H,WHITE OAK BAYOU,7442.721126743087552,3283455.355903333518654
1649,E5179,18.287678610000000,Proposed,4,4,A,WHITE OAK BAYOU,3582.071908821751549,796611.412478004815057
1654,P1126,64.775515819999995,Proposed,1,1,H,GREENS BAYOU,7311.400109845429142,2821621.403904512058944
1656,E5207,27.466530389999999,Proposed,4,4,B,WHITE OAK BAYOU,4601.835860665251857,1196442.205244188196957
1662,P1175,61.168479410000003,Proposed,4,4,B,GREENS BAYOU,7534.873997636838794,2664498.925628821365535
1666,P1176,35.438041530000000,Proposed,4,3,B,GREENS BAYOU,5917.870799817264015,1543681.035821910481900
1667,P1080,69.172064649999996,Proposed,1,1,B,GREENS BAYOU,6995.795198902139418,3013135.138572475407273
1668,E5174,44.064540270000002,Proposed,3,2,A,WHITE OAK BAYOU,5673.816564837017722,1919451.472101307706907
1675,E5053,12.580498440000000,Proposed,4,4,H,WHITE OAK BAYOU,3386.077072717760529,548006.531361706089228
1677,E5196,17.258668220000001,Proposed,4,5,A,WHITE OAK BAYOU,3697.869601010188035,751787.458303725696169
1678,E5171,86.108053530000007,Proposed,4,5,A,WHITE OAK BAYOU,8300.991237032932986,3750866.752452118787915
1680,E5170,88.939778169999997,Proposed,4,5,A,WHITE OAK BAYOU,8390.381579993032574,3874216.901334998663515
1681,E5050,38.566075820000002,Proposed,4,4,H,WHITE OAK BAYOU,7034.528925594840075,1679938.448270041961223
1682,E5169,116.002865159999999,Proposed,4,5,A,WHITE OAK BAYOU,10599.598310672679872,5053084.953083945438266
1683,P1103,11.180194990000000,Proposed,3,1,B,GREENS BAYOU,2864.775369816273269,487009.481017669546418
1687,E5172,111.773159300000003,Proposed,4,5,A,WHITE OAK BAYOU,10836.347466318358784,4868838.765983970835805
1690,E5187,97.260600440000005,Proposed,4,4,A,WHITE OAK BAYOU,9412.733550634291532,4236671.984666518867016
1692,E5206,35.470335040000002,Proposed,4,4,B,WHITE OAK BAYOU,5617.540290929274306,1545087.763830591924489
1695,P1076,67.579201019999999,Proposed,0,5,B,GREENS BAYOU,7396.982539754402751,2943750.317588930949569
1697,P1084,104.203262519999996,Proposed,4,4,B,GREENS BAYOU,10381.022596621032790,4539094.373465824872255
1701,E5048,14.058750900000000,Proposed,4,4,A,WHITE OAK BAYOU,3138.238377986268006,612399.147246368462220
1702,H1009,159.318387940000008,Proposed,4,4,B,HUNTING BAYOU,11877.784562293549243,6939909.032606841996312
1706,H1059,19.343519220000001,Proposed,4,4,B,HUNTING BAYOU,4367.671449181692878,842603.562358634662814
1710,H1062,15.131421769999999,Proposed,4,4,B,HUNTING BAYOU,3390.240727255993988,659124.651224033674225
1711,H1064,80.141216959999994,Proposed,4,4,B,HUNTING BAYOU,9611.700915353540040,3490951.545184372924268
1714,H1060,42.404729750000001,Proposed,2,2,B,HUNTING BAYOU,5751.407772894886875,1847149.878473629010841
1717,W1021,36.967561860000004,Proposed,1,2,A,BUFFALO BAYOU,6091.604358823086841,1610307.070682692574337
1718,H1094,34.600147810000003,Proposed,0,5,B,HUNTING BAYOU,5364.879080281327333,1507182.422581662889570
1721,H1091,161.924704840000004,Proposed,4,4,B,HUNTING BAYOU,14755.407762906314019,7053440.406952581368387
1724,W1051,63.012613580000000,Proposed,0,5,A,BUFFALO BAYOU,8069.148449190452084,2744829.381722017191350
1725,C1233,78.032071920000007,Proposed,1,2,D,SIMS BAYOU,7809.490891712060147,3399077.456332182046026
1728,P1069,151.418467249999992,Proposed,1,1,B,GREENS BAYOU,13304.966711010294603,6595788.083802847191691
1736,P1068,97.652491200000000,Proposed,4,3,B,GREENS BAYOU,9512.000895240656973,4253743.078773701563478
1737,H1011,46.019016309999998,Proposed,3,2,H,HUNTING BAYOU,8833.785319894839631,2004588.445455767912790
1746,E5153,6.598299170000000,Proposed,4,4,A,WHITE OAK BAYOU,2191.092832033721606,287421.854835046804510
1755,C1305,35.340623110000003,Proposed,0,5,D,SIMS BAYOU,5175.449465519868681,1539437.360257263993844
1760,C1256,38.712584679999999,Proposed,0,5,D,SIMS BAYOU,5217.908173874878230,1686320.278816571692005
1761,C1260,32.567185270000003,Proposed,0,5,D,SIMS BAYOU,5238.299034140424737,1418626.802014607237652
1765,C1333,276.531248689999984,Proposed,0,4,D,SIMS BAYOU,15275.079179628293787,12045701.087006425485015
1766,C1254,65.209224370000001,Proposed,0,5,D,SIMS BAYOU,7490.353092783226202,2840513.589243220165372
1771,C1187,9.503178139999999,Proposed,0,5,D,SIMS BAYOU,2618.138142321274699,413958.512556010507978
1773,W1083,122.144805160000004,Proposed,0,5,A,BUFFALO BAYOU,12669.625032435893445,5320627.724974072538316
1775,H1130,48.557363000000002,Proposed,4,4,B,SHIP CHANNEL,7575.022989010984929,2115158.690238694194704
1805,H1008,238.677924189999999,Proposed,4,4,B,HUNTING BAYOU,19220.727978714396158,10396809.830522898584604
1808,E5073,12.051186480000000,Proposed,4,5,A,WHITE OAK BAYOU,2897.794349718739795,524949.647695467923768
1811,H1007,21.073738729999999,Proposed,4,4,B,HUNTING BAYOU,4243.556486805410714,917972.328880649060011
1813,H1014,183.570071240000004,Proposed,4,4,B,HUNTING BAYOU,17642.948019292893150,7996312.518017995171249
1814,H1002,78.306646779999994,Proposed,1,2,H,HUNTING BAYOU,7672.389141788963570,3411037.605662217829376
1816,E5072,22.428408780000002,Proposed,4,5,A,WHITE OAK BAYOU,4925.057307644542561,976981.158042001072317
1817,E5102,81.592629970000004,Proposed,2,2,A,WHITE OAK BAYOU,10635.394122313244225,3554174.754462563432753
1819,E5037,179.479091839999995,Proposed,3,2,H,WHITE OAK BAYOU,19400.169759046511899,7818109.186275657266378
1822,P1085,70.658707430000007,Proposed,1,1,B,GREENS BAYOU,8520.381150333290861,3077893.719022125005722
1827,C1114,164.801954169999988,Proposed,4,4,D,SIMS BAYOU,11307.093684811537969,7178773.122375817969441
1829,C1326,34.058723059999998,Proposed,0,5,E,SIMS BAYOU,5080.458314902957682,1483597.827963713556528
1831,C1146,58.816425559999999,Proposed,0,5,D,SIMS BAYOU,8558.736959005129393,2562043.406979331746697
1833,C1150,36.254190199999996,Proposed,0,5,D,SIMS BAYOU,6022.993035881811011,1579232.432216804008931
1834,C1167,190.831926129999999,Proposed,0,5,D,SIMS BAYOU,12282.851746116912182,8312638.592895086854696
1836,C1182,59.343883519999999,Proposed,3,2,D,SIMS BAYOU,6928.686609002580553,2585019.783230173867196
1837,C1181,56.123272940000000,Proposed,0,5,D,SIMS BAYOU,7534.584034464583965,2444729.889286921359599
1838,C1168,209.459333200000003,Proposed,0,5,D,SIMS BAYOU,13336.157150879424080,9124048.438939092680812
1839,C1147,811.531606959999976,Proposed,1,2,D,SIMS BAYOU,42063.789682907474344,35350317.442711703479290
1840,C1313,110.958869129999997,Proposed,4,4,E,SIMS BAYOU,11478.475994065151099,4833368.171823536045849
1845,C1185,144.926037949999994,Proposed,0,5,D,SIMS BAYOU,10300.064120438630198,6312978.186368041671813
