OBJECTID,geoid,County,Morning Temperature,Afternoon Temp Anomaly,Morning Temp Anomaly,Evening Temp Anomaly,Impervious Surface %,Tree Canopy %,Total population,Male pop under 5,Female pop under 5,65 and older %,65 and older,Poverty,Poverty %,Median Income,State,Region,"Percent of Population that is White alone, Non-Hispanic",Percent of Population that is Minority (non-White)
1341,48201324200,Harris County,79.82517412,0.391524031,0.998535377,0.570083815,66.9099026,1.239730914,1087,50,66,17.3,188,1069,25.7,24880,Texas,Houston,3.9,96.1
1342,48201331100,Harris County,78.01055837,-0.35505018,-0.816080371,-0.419093494,54.06319911,1.311530398,4295,182,91,9.3,399,4295,40.9,26903,Texas,Houston,2.5,97.5
1343,48201331200,Harris County,77.38924977,-0.9995342,-1.437388966,-0.950792559,32.3134669,18.42565764,3637,314,182,15.1,548,3637,52.8,26130,Texas,Houston,1,99
1344,48201331300,Harris County,77.41348031,-0.905644304,-1.413158424,-0.621069022,31.10318091,5.910981448,5220,76,167,18.4,963,5184,16.9,42250,Texas,Houston,1.9,98.1
1345,48201331400,Harris County,77.46573081,-0.444324879,-1.360907929,-0.072865512,33.41881813,3.016810345,2414,115,25,23.9,578,2414,62.8,13886,Texas,Houston,0,100
1346,48201331800,Harris County,76.68223876,-1.013161148,-2.144399983,-0.651423785,38.86708123,4.266081871,3985,239,41,14.7,584,3985,32.4,36250,Texas,Houston,2.5,97.5
1347,48201331900,Harris County,77.04304118,-0.897233976,-1.783597561,-0.554575135,46.02185501,1.920903955,3899,133,30,16.8,655,3899,17.2,51021,Texas,Houston,1.2,98.8
1348,48201332000,Harris County,77.39295233,-0.49725871,-1.433686404,-0.589402039,51.2305499,1.10719755,6785,316,500,12.7,861,6756,41.1,29441,Texas,Houston,2.4,97.6
1349,48201332100,Harris County,77.86701225,0.042947233,-0.959626491,0.078820298,55.49706622,0.909836066,3588,160,174,9.6,344,3537,27.9,39053,Texas,Houston,0,100
1350,48201332200,Harris County,78.32020006,0.052494632,-0.506438678,0.516188644,59.33893469,1.128462273,4892,154,183,13.7,670,4892,21.1,45786,Texas,Houston,0.6,99.4
1351,48201332300,Harris County,77.25087019,-0.596220132,-1.575768552,-0.307992679,50.89348659,1.027058146,3165,89,139,16.3,515,3165,26.7,36188,Texas,Houston,0.9,99.1
1352,48201332400,Harris County,77.25923747,-0.643705904,-1.567401271,-0.319885547,29.96596794,6.369985141,4115,77,130,23.5,966,4075,21.5,35875,Texas,Houston,0,100
1353,48201342002,Harris County,79.1130923,-0.511230071,0.286453558,-0.087100493,44.75358097,1.660394593,3352,95,79,9.5,320,3352,5.4,98261,Texas,Houston,48.5,51.5
1354,48201342100,Harris County,78.39000674,-0.730527259,-0.436631998,-0.417074513,45.5581255,0.791792853,4323,94,84,13.5,584,4323,12.9,75453,Texas,Houston,36.3,63.7
1355,48201342200,Harris County,78.46099717,-1.103787214,-0.365641567,-0.853665406,50.97053292,0.289715227,3883,133,181,13.5,525,3754,5.9,60822,Texas,Houston,35.4,64.6
1356,48201342300,Harris County,78.10973018,-0.778406226,-0.716908563,-0.467830499,47.09032465,1.305043647,8278,441,339,7.8,644,8234,13,64702,Texas,Houston,30.3,69.7
1357,48201342400,Harris County,78.94012004,-0.717024297,0.113481305,-0.325814107,35.24390883,0.921862668,3436,203,232,4,136,3408,7,62386,Texas,Houston,34.7,65.3
1358,48201342500,Harris County,78.81214492,-0.760731226,-0.014493819,-0.453027561,51.63432628,0.236418721,5653,136,125,19.7,1113,5533,5.3,72966,Texas,Houston,68.1,31.9
1359,48201342700,Harris County,78.25444239,-0.831850033,-0.572196348,-0.525995232,51.90273082,0.676039836,4891,157,85,14.8,725,4847,7.1,68550,Texas,Houston,72.9,27.1
1360,48201342800,Harris County,78.19616396,-0.737574697,-0.630474781,-0.115457677,46.60793058,3.117748368,8650,236,275,10.5,911,8635,1.8,117500,Texas,Houston,65.3,34.7
1361,48201342900,Harris County,78.07746155,-0.647885229,-0.749177185,-0.107097586,37.1311649,2.006486117,6383,133,147,12.2,781,6325,9.6,85096,Texas,Houston,61.3,38.7
1362,48201410100,Harris County,79.43835714,0.698965182,0.611718398,0.208160507,69.27320359,0.126468942,4811,108,119,6.6,316,4811,30.2,58778,Texas,Houston,40.5,59.5
1363,48201410200,Harris County,79.26806862,0.699724618,0.44142988,0.041092561,69.60377358,0.926919033,5576,0,84,5.6,310,5576,1.6,133355,Texas,Houston,66.5,33.5
1364,48201410300,Harris County,79.35596286,0.559523956,0.52932412,0.065415181,74.18727915,0.600398936,3030,63,0,18.1,549,2975,6.9,106705,Texas,Houston,68.3,31.7
1365,48201410401,Harris County,79.41336146,0.967841102,0.586722719,-0.411612486,72.93347193,0,4019,52,80,15.4,618,4019,1.7,149750,Texas,Houston,77.2,22.8
1366,48201410402,Harris County,79.41169161,1.068418105,0.585052873,-0.608752051,68.81081081,0.169144981,2433,47,37,13.5,329,2433,7.3,109620,Texas,Houston,70.1,29.9
1367,48201410500,Harris County,79.72425436,1.051220841,0.897615625,-0.30817611,75.49507389,0,4560,59,99,10.9,495,4560,4.4,93214,Texas,Houston,70,30
1368,48201410600,Harris County,80.18095899,1.163703228,1.354320252,0.87046195,84.04727921,0,4899,52,27,4.1,201,4872,10.4,79347,Texas,Houston,62,38
1369,48201410701,Harris County,79.51796684,0.756012143,0.691328098,0.159578511,71.3475,0.54494382,4001,16,51,10.3,411,4001,12,81979,Texas,Houston,65.4,34.6
1370,48201410702,Harris County,79.68256615,0.670251318,0.855927416,0.458951111,71.17502458,0.468259895,2768,7,51,4.1,114,2283,16.6,60167,Texas,Houston,59.8,40.2
1371,48201410800,Harris County,79.4313409,0.785051174,0.604702157,-0.394046104,72.30484581,0.033898305,4226,55,14,13.1,554,4226,10.8,70404,Texas,Houston,67.7,32.3
1372,48201410900,Harris County,79.51019561,0.438365183,0.683556875,-0.653590522,70.12333736,0.073529412,3198,92,46,9.5,305,3198,10.1,100514,Texas,Houston,66.3,33.7
1373,48201411000,Harris County,79.77414256,0.900965583,0.947503821,0.188180929,76.42493797,0.026168224,5175,14,67,15.2,787,5175,6.5,95833,Texas,Houston,70.6,29.4
1374,48201411100,Harris County,78.6269836,0.249811761,-0.199655137,-0.933263289,54.33621262,3.585085085,3741,142,107,17.4,651,3741,6,174583,Texas,Houston,59.1,40.9
1375,48201411200,Harris County,77.64750569,-0.550203447,-1.179133052,-1.247095351,28.98312236,17.92886863,1871,42,39,26.7,499,1871,13.7,222031,Texas,Houston,84.3,15.7
1376,48201411300,Harris County,79.9238458,0.661519246,1.09720706,-0.590027411,73.59191409,2.609663667,4618,88,99,16.3,753,4594,8.2,97953,Texas,Houston,60.5,39.5
1377,48201411400,Harris County,78.73757924,0.174582859,-0.089059497,-1.057414941,52.07847186,3.165292501,2810,97,80,29.9,839,2810,1.1,250001,Texas,Houston,91.5,8.5
1378,48201411501,Harris County,79.914982,1.213285577,1.088343256,0.258890814,72.59631391,1.08259325,7519,182,269,10,752,7493,8.3,89430,Texas,Houston,61.1,38.9
1379,48201411502,Harris County,80.23312746,1.121574101,1.406488721,0.752580908,77.10870635,0.184451779,4146,29,120,6.4,264,4146,6.9,87274,Texas,Houston,64.5,35.5
1380,48201411600,Harris County,79.11258806,1.005483934,0.285949317,-0.025137092,59.09001314,0.765841584,2425,93,110,22,534,2425,4.7,171111,Texas,Houston,82.2,17.8
1381,48201411700,Harris County,79.72813459,0.578116828,0.901495854,0.6178686,69.95937962,0,3476,72,130,2.8,99,3476,3.5,76000,Texas,Houston,49.3,50.7
1382,48201411800,Harris County,79.57801352,1.043822969,0.751374786,0.40407121,79.10832288,0.205604534,5447,79,219,14.7,803,5447,5.3,81515,Texas,Houston,64.9,35.1
1383,48201411900,Harris County,78.91525026,0.231186669,0.088611518,-0.935853626,55.3272004,8.887766554,3298,97,109,21.1,697,3168,12.8,84539,Texas,Houston,82.1,17.9
1384,48201412000,Harris County,78.94203708,0.184171336,0.115398339,-1.068221131,63.3755249,2.859269283,3967,240,130,17.8,705,3870,5.3,184667,Texas,Houston,75.8,24.2
1385,48201412100,Harris County,78.66187522,-0.371068846,-0.164763514,-1.046686262,40.39586411,4.86770428,2836,0,0,0,0,0,,,Texas,Houston,38.9,61.1
1386,48201412200,Harris County,78.95096211,0.279682825,0.124323368,-0.628972655,59.18436799,0.759039548,5953,345,181,12.5,745,5698,10,135625,Texas,Houston,66,34
1387,48201412400,Harris County,78.3730225,-0.091433965,-0.453616242,-1.228573622,60.73461744,0.943712575,4759,220,309,14.9,709,4759,1.4,250001,Texas,Houston,77.9,22.1
1388,48201412600,Harris County,78.3174359,-0.085601825,-0.50920284,-0.539593781,62.40044577,0.050894855,3913,180,187,10.6,414,3901,1.6,250001,Texas,Houston,75.1,24.9
1389,48201412700,Harris County,78.59951221,0.080758677,-0.227126526,-0.277321193,56.6780852,0.779822544,3540,92,103,23.2,821,3493,2.4,137283,Texas,Houston,64.4,35.6
1390,48201421000,Harris County,79.17935412,0.495671178,0.352715377,0.031605952,65.3597472,0.318564628,3113,82,73,16,498,3113,1.8,160671,Texas,Houston,65.5,34.5
1391,48201421101,Harris County,80.59860192,0.720112471,1.771963177,0.633517398,79.69345661,0.050133333,3060,78,88,3.9,119,3060,26.2,41338,Texas,Houston,17.1,82.9
1392,48201421102,Harris County,80.15810899,1.66283444,1.33147025,0.94380437,86.30694143,0,5456,356,472,2.3,126,5435,43.1,30267,Texas,Houston,5.3,94.7
1393,48201421201,Harris County,80.03810865,1.942752821,1.211469908,1.511132081,80.2445328,0,5652,240,273,2,113,5652,26.7,39020,Texas,Houston,3.7,96.3
1394,48201421202,Harris County,79.89570001,1.857467409,1.069061275,1.596664165,90.09090909,0.014687882,5450,415,182,1.8,98,5360,46.1,28064,Texas,Houston,2.8,97.2
1395,48201421300,Harris County,80.17825688,1.374140979,1.351618144,0.652584664,85.40157959,0.01,8107,533,434,2.5,205,7974,36,32415,Texas,Houston,10.3,89.7
1396,48201421401,Harris County,79.94285715,1.508163118,1.116218411,1.650853215,86.08950617,0,3969,281,356,1.7,67,3969,44,28217,Texas,Houston,10.1,89.9
1397,48201421402,Harris County,80.19546461,1.627144865,1.36882587,1.602238173,92.54748603,0,3825,207,311,1.8,69,3825,46.8,26624,Texas,Houston,3.3,96.7
1398,48201421403,Harris County,79.81150813,1.342961166,0.984869391,1.231097082,78.21081831,0.12642487,4521,247,192,6.2,281,4506,37.9,28314,Texas,Houston,3.2,96.8
1399,48201421500,Harris County,79.49263387,0.724268573,0.665995128,0.803428389,74.40890451,0.090382903,7897,382,210,5.3,421,7788,29.8,31517,Texas,Houston,5.6,94.4
1400,48201421600,Harris County,79.95802402,1.320852425,1.131385285,0.881145495,80.97026022,0.140186916,7173,461,272,2.7,193,7128,31.4,31175,Texas,Houston,7.5,92.5
1401,48201422701,Harris County,78.33152497,-0.149696555,-0.495113764,-0.564353084,52.85504407,0.379323032,5917,327,160,8.2,486,5917,18.3,52696,Texas,Houston,9.1,90.9
1402,48201422702,Harris County,78.01982112,-0.181249069,-0.806817621,-0.417964611,52.83251919,1.583597884,3332,57,137,12.6,421,3332,14.9,64500,Texas,Houston,27.7,72.3
1403,48201422800,Harris County,78.66463566,-0.085982865,-0.162003075,-0.486316689,60.37881157,1.787378354,5415,257,100,11.9,646,4756,26.6,38264,Texas,Houston,22.4,77.6
1404,48201422900,Harris County,78.78909683,0.228177323,-0.03754191,0.312170765,64.10212054,1.536159601,3974,94,155,11.5,458,3974,36.5,38164,Texas,Houston,12.8,87.2
1405,48201423100,Harris County,80.3091159,1.131509919,1.482477157,1.257641867,67.891494,2.582480557,2711,216,276,1.8,50,2711,34.9,35114,Texas,Houston,1.1,98.9
1406,48201431900,Harris County,80.35379906,1.474469384,1.527160318,0.843243827,79.96980337,0.137784844,4779,89,193,12.9,615,4655,8.2,95718,Texas,Houston,44.4,55.6
1407,48201432001,Harris County,79.81896052,1.527436514,0.992321783,0.664478357,75.3826692,0.034259259,4265,240,188,9.3,396,4265,12.7,60435,Texas,Houston,41,59
1408,48201432002,Harris County,80.20061295,1.245205186,1.373974207,0.746870544,86.96741855,0,4753,163,320,4.6,220,4753,27.8,33478,Texas,Houston,16.5,83.5
1409,48201432100,Harris County,79.80618127,0.849424569,0.97954253,0.518654205,77.03950339,0.894514768,6053,322,417,4.8,292,5958,18,46122,Texas,Houston,29.2,70.8
1410,48201432200,Harris County,79.09971013,0.546488311,0.273071389,0.037587969,63.05034815,3.840955079,4494,177,439,12.1,545,4494,7.9,46167,Texas,Houston,34.3,65.7
1411,48201432300,Harris County,79.39716473,0.488526507,0.570525994,0.472903394,68.57770961,0.144126739,7339,125,405,4.6,338,7339,21.8,43177,Texas,Houston,19.1,80.9
1412,48201432400,Harris County,79.73183915,0.336376671,0.905200413,0.207733591,71.2259519,0.023376623,6174,71,356,6.5,403,6174,23.5,36284,Texas,Houston,21.5,78.5
1413,48201432500,Harris County,79.68565984,0.61323217,0.859021102,0.632766371,73.38837588,0.543654002,5289,104,179,5.9,312,5271,37.4,31466,Texas,Houston,24.7,75.3
1414,48201432600,Harris County,79.5404691,0.355675061,0.713830358,0.275477956,71.41997792,0.314868805,2026,100,83,10,203,2026,15.3,45661,Texas,Houston,32.1,67.9
1415,48201432701,Harris County,80.19646243,1.547393469,1.369823694,0.639797809,83.69055118,0,5984,408,473,2.7,161,5932,50.9,24107,Texas,Houston,6.4,93.6
1416,48201432702,Harris County,79.81897075,2.380854535,0.992332008,0.755262642,75.43343653,0.228195938,4036,33,70,6.9,280,3992,11.8,62878,Texas,Houston,33.6,66.4
1417,48201432801,Harris County,80.41661879,0.957520542,1.589980053,0.738102517,75.21321203,0.025388292,4890,244,209,5.3,260,4867,32.2,35156,Texas,Houston,9.8,90.2
1418,48201432802,Harris County,80.31171137,1.073966662,1.485072633,0.443134296,87.27588603,0.010977522,6464,345,499,13.9,899,6338,39.5,23609,Texas,Houston,5.9,94.1
1419,48201432901,Harris County,79.53183443,0.194523206,0.705195687,-0.01381503,69.31086142,0.408816705,3042,124,156,5.6,170,3038,36.6,28534,Texas,Houston,15.1,84.9
1420,48201432902,Harris County,78.30756472,-0.71626807,-0.519074023,-0.496730238,45.97888563,1.355024347,6203,262,200,5.8,358,6203,29.8,34542,Texas,Houston,9.4,90.6
1421,48201433001,Harris County,80.22282333,0.381953617,1.396184595,0.707080427,77.89303308,0.041335453,5722,156,127,6.2,355,5572,36.4,25844,Texas,Houston,3.4,96.6
1422,48201433002,Harris County,79.7366066,0.41605967,0.909967858,0.526958357,72.53194444,0.275970619,3385,140,161,4.6,155,3385,31.2,28077,Texas,Houston,5.2,94.8
1423,48201433003,Harris County,80.13410877,0.54482426,1.307470031,0.777034567,77.8372093,0.040530582,5787,275,220,6.5,376,5787,41.8,23621,Texas,Houston,0.4,99.6
1424,48201433100,Harris County,79.41752726,0.607796855,0.590888523,0.597194113,71.0626327,0.111201299,4022,297,141,0.5,22,3992,30.3,29342,Texas,Houston,0.9,99.1
1425,48201433201,Harris County,78.52607596,0.05246975,-0.30056278,0.36942151,65.21947195,0.572560976,4940,82,274,15.1,745,4930,25,35598,Texas,Houston,13,87
1426,48201433202,Harris County,78.41960345,-0.397642385,-0.407035293,0.17939694,55.03042122,1.945432977,4269,100,110,9.7,412,4255,25.2,46677,Texas,Houston,12.1,87.9
1427,48201433300,Harris County,78.4573765,0.051957926,-0.369262235,0.192488069,55.83649907,2.317851147,5121,284,56,15.3,781,5121,26.7,65400,Texas,Houston,27.7,72.3
1428,48201433400,Harris County,78.40444094,-0.545178286,-0.4221978,-0.080653236,49.50326087,0.942354865,4295,206,128,7,301,4295,30,32526,Texas,Houston,11.3,88.7
1429,48201433501,Harris County,79.63589012,0.71874512,0.809251376,0.623817185,72.41012472,0.089403974,5593,336,206,2,110,5593,43.1,27353,Texas,Houston,3.4,96.6
1430,48201433502,Harris County,80.17395474,1.177329294,1.347315997,0.671867287,77.63789238,0.025252525,8242,549,717,2,164,8097,40,25766,Texas,Houston,5,95
1431,48201433600,Harris County,80.21285563,0.866697884,1.386216895,0.836120805,80.36074766,0.15651359,6571,319,403,3.3,219,6571,25.3,38862,Texas,Houston,2.7,97.3
1432,48201452202,Harris County,79.5411924,-0.347037134,0.714553665,0.346906557,64.53782013,0.822293285,3781,155,170,6.5,246,3781,24.3,41590,Texas,Houston,13.3,86.7
1433,48201452300,Harris County,79.2571105,-0.075516262,0.43047176,0.208333562,63.41871921,0.141515761,2467,43,83,15.8,389,2467,9.1,47778,Texas,Houston,7.2,92.8
1434,48201452400,Harris County,78.83146151,0.617146283,0.004822775,0.267747809,63.40216086,1.030156815,7546,272,133,10.7,808,7388,24.6,34788,Texas,Houston,5.4,94.6
1435,48201452500,Harris County,78.83255813,0.183985776,0.005919392,0.350413307,60.1912895,0.278025952,7684,199,428,12.1,927,7684,14.2,38311,Texas,Houston,6.2,93.8
1436,48201452801,Harris County,78.17514818,0.242248318,-0.651490559,0.290980116,53.17775293,4.524873524,5817,381,209,12.5,728,5777,23.6,44219,Texas,Houston,6.6,93.4
1437,48201452802,Harris County,78.44998526,0.244610025,-0.376653474,0.411130754,57.92548747,0.371263765,7237,276,359,7.6,551,7217,24.3,41923,Texas,Houston,3.4,96.6
1438,48201452900,Harris County,78.45935323,0.300825756,-0.367285506,0.435553151,52.52832765,1.630087584,4755,174,156,10.1,479,4739,28,49089,Texas,Houston,7.9,92.1
1439,48201453000,Harris County,78.56265224,0.498778013,-0.263986501,0.166727766,57.80354214,0.644268775,8159,282,428,10.8,885,8159,18.4,46431,Texas,Houston,3.6,96.4
1440,48201453100,Harris County,78.80419536,0.311347531,-0.022443374,0.163161651,40.08102606,1.189707674,4216,134,85,7.7,324,4216,31,27247,Texas,Houston,6.9,93.1
1441,48201453200,Harris County,79.51901093,0.559262442,0.69237219,0.234038817,69.58018386,1.373609513,8861,381,393,7,616,8809,26.9,36496,Texas,Houston,4,96
1442,48201453300,Harris County,79.69600876,0.267797716,0.869370021,0.41720204,63.96666667,0.676577469,3676,172,225,6.2,227,3676,49.3,26860,Texas,Houston,5.1,94.9
1443,48201453401,Harris County,78.44336236,0.031364051,-0.383276381,-0.143547935,58.40377358,0.644381223,3143,96,111,8.6,269,3143,18.4,44500,Texas,Houston,12.3,87.7
1444,48201453402,Harris County,78.59541652,0.066773112,-0.231222218,0.095740284,54.98166168,2.031777278,7644,176,318,7.9,605,7644,18,49119,Texas,Houston,8.1,91.9
1445,48201453403,Harris County,78.83844364,0.471325851,0.011804897,0.74729243,69.26797386,0.383629191,4589,216,147,10.2,467,4589,33.4,30827,Texas,Houston,5,95
1446,48201453501,Harris County,78.40187315,-0.090147241,-0.42476559,0.33292017,59.31327434,0.789823009,6824,127,305,9.7,665,6803,12.8,46937,Texas,Houston,7.1,92.9
1447,48201453502,Harris County,78.38822096,-0.190651056,-0.438417782,0.555469592,56.09491059,0.94346473,3768,119,123,8,301,3768,21.2,44455,Texas,Houston,8.9,91.1
1448,48201453601,Harris County,78.14492423,0.907325736,-0.681714508,0.292024264,34.12997746,4.872171946,2308,41,86,8.9,206,2308,26,31281,Texas,Houston,5.3,94.7
1449,48201453602,Harris County,78.48036025,0.579716417,-0.346278493,0.624939243,55.65691114,1.290177389,8321,202,349,11.5,955,8297,19.4,38666,Texas,Houston,9.4,90.6
1450,48201453700,Harris County,78.24064653,0.420987165,-0.585992212,0.56284031,58.69006521,1.993610224,9123,386,320,8.4,769,8950,16,50647,Texas,Houston,9.3,90.7
1451,48201453800,Harris County,77.73208271,-0.326556668,-1.094556024,0.141927044,38.74048443,5.890997024,4293,129,126,9.9,426,4214,19.8,54549,Texas,Houston,3.4,96.6
1452,48201510100,Harris County,80.03275845,0.77502441,1.206119715,1.12609913,78.3118932,0.304644809,2344,25,59,6.7,157,2334,3.6,133854,Texas,Houston,52,48
1453,48201510200,Harris County,79.61555966,0.303689593,0.788920917,0.282079012,69.07898734,3.223131063,6627,153,104,6.7,441,6607,11.4,95523,Texas,Houston,41.7,58.3
1454,48201510300,Harris County,78.69487036,-0.505215441,-0.131768381,0.048813206,55.41140684,4.272006793,5123,215,74,14.1,721,5065,2.5,116959,Texas,Houston,84.5,15.5
1455,48201510400,Harris County,78.71845695,0.210677833,-0.108181793,-0.322989872,62.50030321,0.691116173,3870,206,134,9.1,353,3865,6,90052,Texas,Houston,73.8,26.2
1456,48201510500,Harris County,79.21595898,0.568599801,0.389320243,-0.066477161,63.51649485,1.020526723,3733,201,141,8.7,325,3733,3.4,142778,Texas,Houston,70.2,29.8
1457,48201510600,Harris County,79.9272034,1.078659403,1.100564662,0.465968724,75.48661485,0.028228423,7004,190,201,3.8,267,7004,3.4,134071,Texas,Houston,60.7,39.3
1458,48201510700,Harris County,79.30200471,0.531846885,0.475365973,0.116872354,65.29504132,0.211895911,4905,227,157,5,245,4905,4.2,123719,Texas,Houston,60.3,39.7
1459,48201510800,Harris County,77.82925107,-0.425050726,-0.997387674,-0.986825259,26.99083783,23.02971053,8400,74,89,13.5,1132,8400,4.6,141742,Texas,Houston,68,32
1460,48201510900,Harris County,79.56556054,0.258237781,0.7389218,0.21990126,66.38821777,1.531319911,7568,401,253,4.4,334,7540,4.1,131659,Texas,Houston,58.6,41.4
1461,48201511001,Harris County,79.40462894,0.219290991,0.577990197,-0.342838101,62.93023256,0.437093916,3108,191,128,13.9,431,3108,8.4,73043,Texas,Houston,69.5,30.5
1462,48201511002,Harris County,78.36414204,-0.113368196,-0.462496703,-0.439342391,53.45404019,3.541532518,4400,79,16,10.9,481,4400,3.5,80913,Texas,Houston,59.2,40.8
1463,48201511100,Harris County,79.25275075,0.45675928,0.426112013,0.072867246,62.9870317,2.202100688,3514,150,69,9.7,342,3351,5,122917,Texas,Houston,54.7,45.3
1464,48201511200,Harris County,78.99099145,0.411454794,0.16435271,-0.028113267,55.01679587,2.010662359,5998,180,229,9.3,559,5998,3.3,147619,Texas,Houston,63.2,36.8
1465,48201511301,Harris County,78.77658225,0.61316127,-0.050056494,-0.849054645,65.90768463,0.068436799,4124,102,217,8.7,358,4124,6.9,115050,Texas,Houston,73,27
1466,48201511302,Harris County,78.21779788,-0.300591683,-0.608840854,-1.247258944,62.2852292,0.145833333,3716,128,70,12.6,470,3711,12.9,109778,Texas,Houston,85.9,14.1
1467,48201511400,Harris County,78.85657808,-0.231855285,0.029939345,-0.147893981,68.925,0.678167757,3113,142,107,10.3,320,3108,13.3,111897,Texas,Houston,58.7,41.3
1468,48201511500,Harris County,79.17747074,0.633348943,0.350831999,-0.111779884,67.68030392,0.121855174,8052,492,309,9.4,753,7970,5.6,124879,Texas,Houston,54.6,45.4
1469,48201511600,Harris County,79.23859868,0.307964759,0.411959938,0.310686927,65.50715275,1.503450656,3542,91,94,10.1,358,3542,16.5,59038,Texas,Houston,31.5,68.5
1470,48201520100,Harris County,80.07649249,0.171001193,1.249853749,-0.696870793,71.92342892,0.600777854,2088,28,72,10.2,214,2082,6.3,118684,Texas,Houston,49.4,50.6
1471,48201520200,Harris County,78.84839076,-0.082316498,0.021752024,-1.071629759,52.4995229,4.291696492,3363,102,79,14.6,492,3345,5.7,90125,Texas,Houston,59.9,40.1
1472,48201520300,Harris County,78.78029831,0.201902596,-0.04634043,-0.351847725,53.47410116,2.776188279,5355,167,220,11,590,5347,35.2,44643,Texas,Houston,28.1,71.9
1473,48201520400,Harris County,79.6206272,0.363574748,0.793988458,0.306173346,70.42907645,0.298124383,3303,237,34,8.5,281,3303,26.1,31471,Texas,Houston,18.6,81.4
1474,48201520500,Harris County,80.43545523,0.264405222,1.608816495,-0.751213415,70.40244927,1.074587875,9579,492,293,4.4,421,9485,36.9,40463,Texas,Houston,9.3,90.7
1475,48201520601,Harris County,79.37461732,-0.00697378,0.547978577,-0.206877696,63.34850575,0.947404606,2726,140,101,7,191,2726,41.6,36250,Texas,Houston,12.5,87.5
1476,48201520602,Harris County,78.91263457,0.289976646,0.085995833,-0.356275424,60.00937082,2.688631791,5681,178,240,8.9,508,5681,25.1,40955,Texas,Houston,16.5,83.5
1477,48201520700,Harris County,78.65785062,-0.086521512,-0.168788116,-0.893198587,54.88347747,5.820644719,4334,219,180,11.6,504,4223,8.5,126500,Texas,Houston,54.5,45.5
1478,48201521000,Harris County,78.93264875,0.219027915,0.106010014,-0.674639388,58.79393939,6.386115892,2620,138,211,5.6,147,2620,42.4,38807,Texas,Houston,22.6,77.4
1479,48201521100,Harris County,78.77102948,0.262584444,-0.05560926,-0.384856613,51.18429003,7.77740113,2304,125,78,5.2,119,2304,32.1,37375,Texas,Houston,14.2,85.8
1480,48201521200,Harris County,78.79038248,0.226244006,-0.036256254,-0.009731345,54.55444126,6.916966211,5804,191,294,7.7,447,5675,16.9,39534,Texas,Houston,11.2,88.8
1481,48201521300,Harris County,78.37150608,-0.02833851,-0.455132664,0.062308793,47.23292683,7.068452381,5461,151,214,11.5,630,5461,27.2,44574,Texas,Houston,21,79
1482,48201521400,Harris County,78.96615289,0.10932362,0.139514153,-0.103443565,61.38284024,1.982620321,7766,442,415,4.1,316,7766,39.5,37500,Texas,Houston,3.7,96.3
1483,48201521500,Harris County,78.21802,-0.227307605,-0.608618735,-0.588102743,50.99779541,4.499834929,5621,247,71,11.3,635,5613,18.8,69542,Texas,Houston,28.3,71.7
1484,48201521900,Harris County,78.26181521,-0.473566628,-0.564823531,-0.805502673,47.99132067,9.135273369,6034,272,108,18.1,1091,5927,8.3,80125,Texas,Houston,47.4,52.6
1485,48201522000,Harris County,78.77431007,-0.074729239,-0.052328672,-0.0292836,44.52453988,1.013884298,4718,114,264,19.8,935,4718,19.6,51204,Texas,Houston,35.4,64.6
1486,48201522100,Harris County,78.39822878,-0.132773379,-0.428409958,-0.408787068,55.67043241,3.68829664,7734,446,195,11.6,901,7723,14.1,52484,Texas,Houston,32.2,67.8
1487,48201522201,Harris County,78.53573548,0.071606641,-0.290903261,-1.173631876,57.29087875,4.019166667,3960,143,263,12,476,3917,22.8,49750,Texas,Houston,27,73
1488,48201522202,Harris County,78.04810973,-0.384261232,-0.778529008,-1.696907371,35.67800914,26.33295151,4449,183,203,7,310,4440,34.4,44853,Texas,Houston,19.8,80.2
1489,48201522301,Harris County,79.3557245,0.374424235,0.529085764,-0.518992625,63.26170073,5.452626411,3979,192,284,13.6,540,3849,17.3,46000,Texas,Houston,24.8,75.2
1490,48201522302,Harris County,79.71996688,0.392429754,0.89332814,0.042615569,69.93148789,3.655677656,3675,110,182,6.4,237,3675,21.8,59979,Texas,Houston,18.5,81.5
1491,48201522401,Harris County,78.86176089,-0.154920555,0.035122149,-0.819206405,53.3773959,6.589431903,5479,329,300,10.8,589,5479,17.2,64427,Texas,Houston,50,50
1492,48201522402,Harris County,79.53455126,-0.011684875,0.707912522,-0.545457087,62.11196417,1.534478645,3980,86,125,9.8,392,3980,19.2,54969,Texas,Houston,33.5,66.5
1493,48201522500,Harris County,78.59659493,-0.147105006,-0.230043813,-1.475369461,44.64244118,13.83722974,5157,134,186,15.8,815,5157,3.5,205184,Texas,Houston,78.4,21.6
1494,48201530100,Harris County,79.66499899,0.065498543,0.83836025,-0.629296667,65.91029207,2.435924097,6389,386,365,8,510,6389,29.6,30081,Texas,Houston,12.5,87.5
1495,48201530300,Harris County,78.64669471,0.208229586,-0.179944033,0.391139993,56.59588033,1.140912436,2382,75,88,12.9,308,2382,41.5,25350,Texas,Houston,6.7,93.3
1496,48201530400,Harris County,78.91473506,0.275352124,0.088096321,0.238847052,66.92824859,0.311336717,2932,92,88,14.6,428,2850,26.6,31923,Texas,Houston,2,98
1497,48201530500,Harris County,78.18606198,-0.131097272,-0.640576762,0.332120902,48.69186712,4.603138374,5423,285,366,12.2,659,5396,32.8,31555,Texas,Houston,6.8,93.2
