OBJECTID_1,OBJECTID,code,name,GlobalID,ShapeSTArea,ShapeSTLength
1,56,040,HARRIS COUNTY,{08AC3392-9F5D-4FC6-A2B6-46EF04AFA125},49553797783.5964,1348295.27363886
