,NRI_ObjectID,National Risk Index ID,State Name,State Name Abbreviation,County Name,Census Tract,Population (2020),Area (sq mi),Hurricane - Number of Events,Hurricane - Annualized Frequency,Hurricane - Expected Annual Loss Rate - National Percentile
28,73016,T48201220701,Texas,TX,Harris,220701,3241,0.8,19,0.18,87.61
29,73017,T48201220702,Texas,TX,Harris,220702,3165,0.81,19,0.18,87.29
30,73018,T48201220800,Texas,TX,Harris,220800,3198,0.68,18,0.18,87.26
31,73019,T48201220900,Texas,TX,Harris,220900,1907,0.58,18,0.18,87.21
32,73020,T48201221000,Texas,TX,Harris,221000,4288,0.97,19,0.18,87.92
33,73021,T48201221100,Texas,TX,Harris,221100,3718,1.19,19,0.18,87.46
34,73022,T48201221200,Texas,TX,Harris,221200,6124,0.98,18,0.18,88.06
35,73023,T48201221301,Texas,TX,Harris,221301,4486,0.73,18,0.18,87.3
36,73024,T48201221302,Texas,TX,Harris,221302,3678,0.61,18,0.18,87.43
37,73025,T48201221400,Texas,TX,Harris,221400,5902,0.79,18,0.18,87.86
38,73026,T48201221501,Texas,TX,Harris,221501,4941,0.68,18,0.18,87.72
39,73027,T48201221502,Texas,TX,Harris,221502,2859,0.2,17,0.18,87.55
40,73028,T48201221601,Texas,TX,Harris,221601,3313,0.46,16,0.18,87.96
41,73029,T48201221602,Texas,TX,Harris,221602,5886,1.79,18,0.18,87.15
42,73030,T48201221701,Texas,TX,Harris,221701,4086,1.13,18,0.18,87.16
43,73031,T48201221702,Texas,TX,Harris,221702,3574,0.95,18,0.18,87.06
44,73032,T48201221800,Texas,TX,Harris,221800,4371,1.23,18,0.18,87.14
45,73033,T48201221900,Texas,TX,Harris,221900,4684,1.04,19,0.18,87.1
46,73034,T48201222000,Texas,TX,Harris,222000,2290,0.44,18,0.18,87.4
47,73035,T48201222100,Texas,TX,Harris,222100,5487,0.89,18,0.18,87.33
48,73036,T48201222200,Texas,TX,Harris,222200,3812,1.17,18,0.18,87.36
49,73037,T48201222300,Texas,TX,Harris,222300,4790,1.95,19,0.18,87.46
50,73038,T48201222401,Texas,TX,Harris,222401,3777,1.98,17,0.18,87.29
51,73039,T48201222402,Texas,TX,Harris,222402,5758,1.59,17,0.18,87.85
52,73040,T48201222501,Texas,TX,Harris,222501,3620,0.35,16,0.18,87.59
53,73041,T48201222502,Texas,TX,Harris,222502,4395,1.32,17,0.18,87.98
54,73042,T48201222504,Texas,TX,Harris,222504,3345,0.11,16,0.18,88.2
55,73043,T48201222505,Texas,TX,Harris,222505,2986,0.55,16,0.18,87.37
56,73044,T48201222601,Texas,TX,Harris,222601,2322,0.53,17,0.18,87.36
57,73045,T48201222602,Texas,TX,Harris,222602,2694,0.49,16,0.18,87.36
58,73046,T48201222701,Texas,TX,Harris,222701,2360,0.42,19,0.18,87.25
59,73047,T48201222702,Texas,TX,Harris,222702,3517,2.35,20,0.18,87.09
60,73048,T48201222800,Texas,TX,Harris,222800,3320,2.65,18,0.18,87
61,73049,T48201222900,Texas,TX,Harris,222900,8030,2.27,19,0.18,87.19
62,73050,T48201223001,Texas,TX,Harris,223001,3885,1.22,19,0.18,87.11
63,73051,T48201223002,Texas,TX,Harris,223002,4004,0.29,17,0.18,88.08
64,73052,T48201223100,Texas,TX,Harris,223100,2233,1.87,19,0.18,86.92
65,73053,T48201230100,Texas,TX,Harris,230100,1824,0.53,19,0.18,87.27
66,73054,T48201230200,Texas,TX,Harris,230200,5363,3.04,19,0.18,87.06
67,73055,T48201230300,Texas,TX,Harris,230300,2298,0.68,19,0.18,87.65
68,73056,T48201230400,Texas,TX,Harris,230400,3824,1.12,18,0.18,87.56
69,73057,T48201230500,Texas,TX,Harris,230500,4099,1.35,18,0.18,88.01
70,73058,T48201230600,Texas,TX,Harris,230600,2690,0.84,19,0.18,87.57
71,73059,T48201230700,Texas,TX,Harris,230700,2963,1.05,19,0.18,87.97
72,73060,T48201230800,Texas,TX,Harris,230800,2662,0.72,19,0.18,87.84
73,73061,T48201230900,Texas,TX,Harris,230900,4947,2.48,19,0.18,87.31
74,73062,T48201231000,Texas,TX,Harris,231000,4727,1.61,19,0.18,87.99
75,73063,T48201231100,Texas,TX,Harris,231100,4920,4.36,18,0.18,87.26
76,73064,T48201231200,Texas,TX,Harris,231200,6800,5.45,20,0.18,87.77
77,73065,T48201231300,Texas,TX,Harris,231300,4796,1.88,19,0.18,87.54
78,73066,T48201231400,Texas,TX,Harris,231400,3347,1.31,19,0.18,88.02
79,73067,T48201231500,Texas,TX,Harris,231500,2858,0.45,19,0.18,87.89
80,73068,T48201231600,Texas,TX,Harris,231600,2915,0.65,19,0.18,88.06
81,73069,T48201231700,Texas,TX,Harris,231700,4509,1.65,19,0.18,87.67
82,73070,T48201231800,Texas,TX,Harris,231800,3042,1.1,19,0.18,87.43
83,73071,T48201231900,Texas,TX,Harris,231900,6633,3.53,20,0.18,87.26
84,73072,T48201232000,Texas,TX,Harris,232000,4371,6.42,20,0.18,87.86
85,73073,T48201232100,Texas,TX,Harris,232100,3803,1.26,20,0.18,87.42
86,73074,T48201232201,Texas,TX,Harris,232201,5754,1.74,19,0.18,87.83
87,73075,T48201232202,Texas,TX,Harris,232202,5698,2.19,19,0.18,87.67
88,73076,T48201232203,Texas,TX,Harris,232203,5924,3.88,20,0.18,87.75
89,73077,T48201232303,Texas,TX,Harris,232303,6451,5.16,20,0.18,87.4
90,73078,T48201232304,Texas,TX,Harris,232304,7763,4.81,18,0.18,87.24
91,73079,T48201232305,Texas,TX,Harris,232305,10954,2.86,19,0.18,87.25
92,73080,T48201232306,Texas,TX,Harris,232306,3644,1.66,18,0.18,87.21
93,73081,T48201232402,Texas,TX,Harris,232402,3820,0.55,18,0.18,88
94,73082,T48201232403,Texas,TX,Harris,232403,4575,0.79,18,0.18,88.13
95,73083,T48201232404,Texas,TX,Harris,232404,3652,1.47,18,0.18,87.97
96,73084,T48201232405,Texas,TX,Harris,232405,5832,4.19,18,0.18,87.09
97,73085,T48201232500,Texas,TX,Harris,232500,3157,4.5,19,0.18,87.38
98,73086,T48201232600,Texas,TX,Harris,232600,2892,2.39,19,0.18,87.38
99,73087,T48201232701,Texas,TX,Harris,232701,7066,1.82,19,0.18,87.29
100,73088,T48201232703,Texas,TX,Harris,232703,2740,0.26,19,0.18,87.62
101,73089,T48201232704,Texas,TX,Harris,232704,2009,1.5,19,0.18,87.17
102,73090,T48201232801,Texas,TX,Harris,232801,2621,0.36,19,0.18,87.94
103,73091,T48201232802,Texas,TX,Harris,232802,2715,0.44,19,0.18,88.04
104,73092,T48201232901,Texas,TX,Harris,232901,3992,0.95,18,0.18,87.85
105,73093,T48201232902,Texas,TX,Harris,232902,4380,0.34,18,0.18,87.85
106,73094,T48201233001,Texas,TX,Harris,233001,4163,0.37,18,0.18,88.05
107,73095,T48201233002,Texas,TX,Harris,233002,4040,0.67,18,0.18,87.37
108,73096,T48201233003,Texas,TX,Harris,233003,2470,0.4,18,0.18,87.96
109,73097,T48201233101,Texas,TX,Harris,233101,4640,0.67,18,0.18,87.3
110,73098,T48201233103,Texas,TX,Harris,233103,5475,0.64,19,0.18,87.58
111,73099,T48201233104,Texas,TX,Harris,233104,3110,0.31,18,0.18,88.14
112,73100,T48201233105,Texas,TX,Harris,233105,3734,0.64,18,0.18,87.85
113,73101,T48201233200,Texas,TX,Harris,233200,6461,1.24,19,0.18,87.39
114,73102,T48201233300,Texas,TX,Harris,233300,4468,4.68,20,0.18,87.03
115,73103,T48201233400,Texas,TX,Harris,233400,2566,1.02,19,0.18,87.61
116,73104,T48201233501,Texas,TX,Harris,233501,3702,0.56,19,0.18,87.42
117,73105,T48201233502,Texas,TX,Harris,233502,3346,0.54,19,0.18,87.25
118,73106,T48201233600,Texas,TX,Harris,233600,2424,1.54,20,0.18,87.99
119,73107,T48201233701,Texas,TX,Harris,233701,5171,2.89,20,0.18,87.12
120,73108,T48201233702,Texas,TX,Harris,233702,2932,0.96,20,0.18,87.16
121,73109,T48201233703,Texas,TX,Harris,233703,2655,2.86,20,0.18,87.08
122,73110,T48201240101,Texas,TX,Harris,240101,1991,0.64,16,0.18,87.22
123,73111,T48201240102,Texas,TX,Harris,240102,1835,0.75,16,0.18,87.46
124,73112,T48201240400,Texas,TX,Harris,240400,7982,8.19,19,0.18,86.89
125,73113,T48201240503,Texas,TX,Harris,240503,1922,0.08,16,0.18,88.11
126,73114,T48201240504,Texas,TX,Harris,240504,3321,0.17,16,0.18,87.59
127,73115,T48201240505,Texas,TX,Harris,240505,1483,0.13,16,0.18,88
128,73116,T48201240506,Texas,TX,Harris,240506,5074,1.1,17,0.18,87.43
129,73117,T48201240600,Texas,TX,Harris,240600,2416,1.01,16,0.18,88.12
130,73118,T48201240703,Texas,TX,Harris,240703,5144,0.85,17,0.18,87.92
131,73119,T48201240704,Texas,TX,Harris,240704,5092,0.85,17,0.18,87.99
132,73120,T48201240705,Texas,TX,Harris,240705,6099,1.19,17,0.18,87.28
133,73121,T48201240706,Texas,TX,Harris,240706,9971,2.04,18,0.18,87.05
134,73122,T48201240707,Texas,TX,Harris,240707,6501,1.97,18,0.18,86.91
135,73123,T48201240802,Texas,TX,Harris,240802,7524,5.2,19,0.18,87.01
136,73124,T48201240803,Texas,TX,Harris,240803,2806,0.79,17,0.18,87.83
137,73125,T48201240804,Texas,TX,Harris,240804,3287,0.35,17,0.18,87.99
138,73126,T48201240903,Texas,TX,Harris,240903,6490,1.27,19,0.18,87.23
139,73127,T48201240904,Texas,TX,Harris,240904,9274,3.5,19,0.18,87.16
140,73128,T48201240905,Texas,TX,Harris,240905,3875,0.81,19,0.18,87.8
141,73129,T48201240906,Texas,TX,Harris,240906,8223,1.46,19,0.18,88
142,73130,T48201241001,Texas,TX,Harris,241001,4729,1.4,19,0.18,88.11
143,73131,T48201241002,Texas,TX,Harris,241002,4105,5.46,20,0.18,87.88
144,73132,T48201241101,Texas,TX,Harris,241101,5037,0.8,17,0.18,87.94
145,73133,T48201241103,Texas,TX,Harris,241103,4376,1.1,18,0.18,87.77
146,73134,T48201241104,Texas,TX,Harris,241104,9294,1.84,19,0.18,87.05
147,73135,T48201241105,Texas,TX,Harris,241105,4813,0.73,18,0.18,88.04
148,73136,T48201241201,Texas,TX,Harris,241201,3369,0.68,17,0.18,87.75
149,73137,T48201241202,Texas,TX,Harris,241202,5445,1.28,17,0.18,87.92
150,73138,T48201241301,Texas,TX,Harris,241301,5476,2.98,17,0.18,87.62
151,73139,T48201241302,Texas,TX,Harris,241302,6895,3.74,17,0.18,87.48
152,73140,T48201241400,Texas,TX,Harris,241400,9821,4.32,18,0.18,87.88
153,73141,T48201241501,Texas,TX,Harris,241501,4721,5.72,19,0.18,87.11
154,73142,T48201241502,Texas,TX,Harris,241502,2349,0.54,19,0.18,88.08
155,73143,T48201241503,Texas,TX,Harris,241503,2671,6.92,20,0.18,87.17
156,73144,T48201250101,Texas,TX,Harris,250101,4361,3.18,18,0.18,87.41
157,73145,T48201250102,Texas,TX,Harris,250102,5569,2.37,18,0.18,87.64
158,73146,T48201250201,Texas,TX,Harris,250201,8046,1.81,18,0.18,87.97
159,73147,T48201250202,Texas,TX,Harris,250202,2203,0.53,18,0.18,87.73
160,73148,T48201250303,Texas,TX,Harris,250303,3360,0.82,18,0.18,87.39
161,73149,T48201250304,Texas,TX,Harris,250304,9244,3.67,18,0.18,87.3
162,73150,T48201250305,Texas,TX,Harris,250305,6059,0.92,17,0.18,87.2
163,73151,T48201250306,Texas,TX,Harris,250306,4661,0.84,17,0.18,87.55
164,73152,T48201250403,Texas,TX,Harris,250403,5125,1.66,16,0.18,87.03
165,73153,T48201250404,Texas,TX,Harris,250404,5540,1.39,16,0.18,87.53
166,73154,T48201250405,Texas,TX,Harris,250405,7323,1,17,0.18,87.04
167,73155,T48201250406,Texas,TX,Harris,250406,4779,0.85,18,0.18,87.37
168,73156,T48201250407,Texas,TX,Harris,250407,10435,1.65,18,0.18,87
169,73157,T48201250408,Texas,TX,Harris,250408,9128,4.27,18,0.18,87.34
170,73158,T48201250500,Texas,TX,Harris,250500,5771,1.78,18,0.18,87.03
171,73159,T48201250601,Texas,TX,Harris,250601,3898,1.7,18,0.18,87.11
172,73160,T48201250602,Texas,TX,Harris,250602,4792,3.85,18,0.18,87.31
173,73161,T48201250701,Texas,TX,Harris,250701,6470,7.72,20,0.18,87.32
174,73162,T48201250702,Texas,TX,Harris,250702,4879,1.18,17,0.18,87.52
175,73163,T48201250801,Texas,TX,Harris,250801,3979,1.63,16,0.18,86.96
176,73164,T48201250802,Texas,TX,Harris,250802,4453,2.56,17,0.18,87.58
177,73165,T48201250901,Texas,TX,Harris,250901,3529,1.79,16,0.18,87.53
178,73166,T48201250902,Texas,TX,Harris,250902,6027,4.77,16,0.18,87.59
179,73167,T48201251000,Texas,TX,Harris,251000,3093,3.68,18,0.18,87.14
180,73168,T48201251100,Texas,TX,Harris,251100,7365,4.36,19,0.18,87.74
181,73169,T48201251200,Texas,TX,Harris,251200,5972,1.36,17,0.18,87.39
182,73170,T48201251300,Texas,TX,Harris,251300,7298,2.55,17,0.18,87.52
183,73171,T48201251401,Texas,TX,Harris,251401,3011,0.47,16,0.18,87.55
184,73172,T48201251402,Texas,TX,Harris,251402,5914,1.04,16,0.18,87.86
185,73173,T48201251501,Texas,TX,Harris,251501,6469,7.24,16,0.18,86.95
186,73174,T48201251503,Texas,TX,Harris,251503,2255,0.36,16,0.18,87.36
187,73175,T48201251504,Texas,TX,Harris,251504,5289,1.11,16,0.18,87.49
188,73176,T48201251505,Texas,TX,Harris,251505,3870,1.02,16,0.18,87.53
189,73177,T48201251600,Texas,TX,Harris,251600,7271,23.51,16,0.17,86.93
190,73178,T48201251701,Texas,TX,Harris,251701,4826,5.31,16,0.18,87.96
191,73179,T48201251702,Texas,TX,Harris,251702,4300,25.93,17,0.18,87.36
192,73180,T48201251800,Texas,TX,Harris,251800,2096,14.2,17,0.18,87.61
193,73181,T48201251902,Texas,TX,Harris,251902,7828,6.82,17,0.18,87.92
194,73182,T48201251903,Texas,TX,Harris,251903,4498,11.02,15,0.18,87.79
195,73183,T48201251904,Texas,TX,Harris,251904,6781,8.74,18,0.18,87.95
196,73184,T48201252001,Texas,TX,Harris,252001,7086,2.89,16,0.18,87.66
197,73185,T48201252002,Texas,TX,Harris,252002,5426,11.36,19,0.18,86.98
198,73186,T48201252003,Texas,TX,Harris,252003,11081,8.59,18,0.18,86.96
199,73187,T48201252100,Texas,TX,Harris,252100,3246,9.77,18,0.18,87.44
200,73188,T48201252201,Texas,TX,Harris,252201,4836,1.04,18,0.18,87.62
201,73189,T48201252202,Texas,TX,Harris,252202,6846,7.5,18,0.18,87.29
202,73190,T48201252303,Texas,TX,Harris,252303,5132,0.47,18,0.18,87.28
203,73191,T48201252304,Texas,TX,Harris,252304,3563,0.59,18,0.18,87.88
204,73192,T48201252305,Texas,TX,Harris,252305,7800,0.91,18,0.18,87.2
205,73193,T48201252306,Texas,TX,Harris,252306,8943,2.08,17,0.18,87.7
206,73194,T48201252400,Texas,TX,Harris,252400,7746,2.08,18,0.18,87.16
207,73195,T48201252500,Texas,TX,Harris,252500,5027,15.78,19,0.18,87.01
208,73196,T48201252601,Texas,TX,Harris,252601,4891,1.51,17,0.18,87.94
209,73197,T48201252602,Texas,TX,Harris,252602,3721,13.52,17,0.18,87.42
210,73198,T48201252700,Texas,TX,Harris,252700,5007,18.49,18,0.18,87.68
211,73199,T48201252800,Texas,TX,Harris,252800,7913,25.07,20,0.18,87.96
212,73200,T48201252901,Texas,TX,Harris,252901,3263,3.17,17,0.18,87.23
213,73201,T48201252902,Texas,TX,Harris,252902,7173,4.01,17,0.18,87.28
214,73202,T48201253000,Texas,TX,Harris,253000,4637,6.75,17,0.18,87.9
215,73203,T48201253101,Texas,TX,Harris,253101,6624,1.13,17,0.18,87.98
216,73204,T48201253102,Texas,TX,Harris,253102,7051,10.27,19,0.19,88.05
217,73205,T48201253201,Texas,TX,Harris,253201,6312,6.89,18,0.19,88.03
218,73206,T48201253202,Texas,TX,Harris,253202,5331,7.46,19,0.19,87.87
219,73207,T48201253300,Texas,TX,Harris,253300,3836,8.39,19,0.18,87.34
220,73208,T48201253501,Texas,TX,Harris,253501,6552,0.95,17,0.19,88.11
221,73209,T48201253502,Texas,TX,Harris,253502,3792,1.34,18,0.18,87.81
222,73210,T48201253601,Texas,TX,Harris,253601,4173,1.22,18,0.18,87.73
223,73211,T48201253602,Texas,TX,Harris,253602,4735,0.97,18,0.19,88.15
224,73212,T48201253700,Texas,TX,Harris,253700,5580,1.59,17,0.19,88.01
225,73213,T48201253800,Texas,TX,Harris,253800,8862,2.95,17,0.19,88.13
226,73214,T48201253900,Texas,TX,Harris,253900,4626,1.77,17,0.19,88.05
227,73215,T48201254000,Texas,TX,Harris,254000,3935,1.06,18,0.19,88.18
228,73216,T48201254100,Texas,TX,Harris,254100,5442,1.26,18,0.19,88.17
229,73217,T48201254200,Texas,TX,Harris,254200,2913,0.49,18,0.19,88.17
230,73218,T48201254300,Texas,TX,Harris,254300,5340,1.21,17,0.19,88.08
231,73219,T48201254400,Texas,TX,Harris,254400,3116,1.12,18,0.19,87.97
232,73220,T48201254600,Texas,TX,Harris,254600,3691,2.72,20,0.26,88.07
233,73221,T48201254700,Texas,TX,Harris,254700,2421,11.67,21,0.28,88.07
234,73222,T48201254800,Texas,TX,Harris,254800,2705,8.26,19,0.18,87.58
235,73223,T48201310101,Texas,TX,Harris,310101,3625,0.86,20,0.18,86.9
236,73224,T48201310102,Texas,TX,Harris,310102,2455,0.46,20,0.18,87.02
237,73225,T48201310200,Texas,TX,Harris,310200,2349,0.73,20,0.18,86.89
238,73226,T48201310300,Texas,TX,Harris,310300,5026,0.88,18,0.18,87.3
239,73227,T48201310400,Texas,TX,Harris,310400,3316,0.68,18,0.18,87.63
240,73228,T48201310500,Texas,TX,Harris,310500,3755,1.23,18,0.18,87.26
241,73229,T48201310600,Texas,TX,Harris,310600,4961,0.69,18,0.18,87.28
242,73230,T48201310700,Texas,TX,Harris,310700,3699,0.77,18,0.18,87.35
243,73231,T48201310800,Texas,TX,Harris,310800,2663,0.75,18,0.18,87.54
244,73232,T48201310900,Texas,TX,Harris,310900,5334,0.68,18,0.18,87.84
245,73233,T48201311001,Texas,TX,Harris,311001,3040,0.33,17,0.18,87.92
246,73234,T48201311002,Texas,TX,Harris,311002,3299,0.62,18,0.18,87.01
247,73235,T48201311100,Texas,TX,Harris,311100,5238,1.08,18,0.18,87.75
248,73236,T48201311200,Texas,TX,Harris,311200,4588,1.19,19,0.18,87.21
249,73237,T48201311300,Texas,TX,Harris,311300,4912,0.58,19,0.18,87.72
250,73238,T48201311400,Texas,TX,Harris,311400,1546,1.02,18,0.18,87.64
251,73239,T48201311501,Texas,TX,Harris,311501,2966,0.3,19,0.18,87.23
252,73240,T48201311502,Texas,TX,Harris,311502,3723,0.62,18,0.18,88.02
253,73241,T48201311600,Texas,TX,Harris,311600,3628,0.19,19,0.18,88.06
254,73242,T48201311701,Texas,TX,Harris,311701,3506,0.63,18,0.18,87.69
255,73243,T48201311702,Texas,TX,Harris,311702,1890,0.43,19,0.18,87.56
256,73244,T48201311800,Texas,TX,Harris,311800,4325,0.98,18,0.18,87.8
257,73245,T48201311900,Texas,TX,Harris,311900,2145,0.83,18,0.18,87.44
258,73246,T48201312000,Texas,TX,Harris,312000,5745,0.73,19,0.18,87.76
259,73247,T48201312200,Texas,TX,Harris,312200,2351,0.42,19,0.18,87.9
260,73248,T48201312300,Texas,TX,Harris,312300,2324,0.55,20,0.18,87.7
261,73249,T48201312400,Texas,TX,Harris,312400,1981,0.42,20,0.18,87.35
262,73250,T48201312501,Texas,TX,Harris,312501,2474,0.38,20,0.18,87.13
263,73251,T48201312502,Texas,TX,Harris,312502,2384,0.32,20,0.18,87.15
264,73252,T48201312601,Texas,TX,Harris,312601,2797,0.18,20,0.18,87.24
265,73253,T48201312602,Texas,TX,Harris,312602,2453,0.2,20,0.18,87.32
266,73254,T48201312603,Texas,TX,Harris,312603,3052,0.4,20,0.18,87.21
267,73255,T48201312700,Texas,TX,Harris,312700,1852,0.34,20,0.18,87.57
268,73256,T48201312800,Texas,TX,Harris,312800,5476,0.36,19,0.18,87.35
269,73257,T48201312901,Texas,TX,Harris,312901,1505,0.18,19,0.18,87.64
270,73258,T48201312902,Texas,TX,Harris,312902,1801,0.38,19,0.18,87.32
271,73259,T48201313000,Texas,TX,Harris,313000,2462,0.47,20,0.18,87.79
272,73260,T48201313101,Texas,TX,Harris,313101,2297,0.27,19,0.18,87.53
273,73261,T48201313102,Texas,TX,Harris,313102,2011,1.26,20,0.18,86.81
274,73262,T48201313201,Texas,TX,Harris,313201,1610,0.56,19,0.18,87.17
275,73263,T48201313202,Texas,TX,Harris,313202,2790,0.67,19,0.18,87.08
276,73264,T48201313300,Texas,TX,Harris,313300,3156,0.89,18,0.18,87.7
277,73265,T48201313400,Texas,TX,Harris,313400,3603,0.73,19,0.18,87.95
278,73266,T48201313500,Texas,TX,Harris,313500,2645,0.63,20,0.19,88.04
279,73267,T48201313600,Texas,TX,Harris,313600,4871,0.9,23,0.19,88.09
280,73268,T48201313700,Texas,TX,Harris,313700,2256,0.52,19,0.18,87.85
281,73269,T48201313801,Texas,TX,Harris,313801,2035,0.35,22,0.19,88.28
282,73270,T48201313802,Texas,TX,Harris,313802,2797,0.51,23,0.2,88.22
283,73271,T48201313901,Texas,TX,Harris,313901,2211,0.83,22,0.19,87.65
284,73272,T48201313902,Texas,TX,Harris,313902,2592,0.25,22,0.21,88.32
285,73273,T48201314001,Texas,TX,Harris,314001,3104,0.55,23,0.18,86.86
286,73274,T48201314003,Texas,TX,Harris,314003,2591,0.34,22,0.18,88.01
287,73275,T48201314004,Texas,TX,Harris,314004,1668,0.07,21,0.2,88.44
288,73276,T48201314005,Texas,TX,Harris,314005,2468,0.3,22,0.21,88.26
289,73277,T48201314301,Texas,TX,Harris,314301,2363,0.12,22,0.21,88.57
290,73278,T48201314302,Texas,TX,Harris,314302,2422,0.47,22,0.2,88.19
291,73279,T48201314401,Texas,TX,Harris,314401,1545,0.19,21,0.18,87.24
292,73280,T48201314402,Texas,TX,Harris,314402,1717,0.74,22,0.2,87.84
293,73281,T48201320100,Texas,TX,Harris,320100,2408,0.38,18,0.18,88.04
294,73282,T48201320201,Texas,TX,Harris,320201,2443,0.84,18,0.18,87.4
295,73283,T48201320202,Texas,TX,Harris,320202,3648,0.79,18,0.19,88.1
296,73284,T48201320500,Texas,TX,Harris,320500,4300,2.27,18,0.18,88.04
297,73285,T48201320601,Texas,TX,Harris,320601,2474,0.55,18,0.2,88.23
298,73286,T48201320602,Texas,TX,Harris,320602,4460,0.59,18,0.21,88.5
299,73287,T48201320700,Texas,TX,Harris,320700,4550,1.35,19,0.21,88.4
300,73288,T48201320800,Texas,TX,Harris,320800,5023,1.14,19,0.21,88.25
301,73289,T48201320901,Texas,TX,Harris,320901,3758,0.41,20,0.21,88.66
302,73290,T48201320902,Texas,TX,Harris,320902,3722,0.5,19,0.21,88.65
303,73291,T48201321001,Texas,TX,Harris,321001,2776,0.51,19,0.21,88.58
304,73292,T48201321002,Texas,TX,Harris,321002,5450,1.04,20,0.21,88.6
305,73293,T48201321101,Texas,TX,Harris,321101,4008,1.16,19,0.21,88.49
306,73294,T48201321102,Texas,TX,Harris,321102,4098,1,19,0.21,88.65
307,73295,T48201321200,Texas,TX,Harris,321200,4512,1.16,19,0.21,88.64
308,73296,T48201321301,Texas,TX,Harris,321301,3364,0.22,19,0.21,88.71
309,73297,T48201321302,Texas,TX,Harris,321302,1892,0.4,19,0.21,88.62
310,73298,T48201321401,Texas,TX,Harris,321401,4321,0.81,19,0.21,88.53
311,73299,T48201321402,Texas,TX,Harris,321402,4077,0.76,19,0.21,88.43
312,73300,T48201321500,Texas,TX,Harris,321500,2717,0.37,19,0.21,88.5
313,73301,T48201321600,Texas,TX,Harris,321600,6792,1.13,19,0.21,88.38
314,73302,T48201321700,Texas,TX,Harris,321700,3108,0.76,18,0.21,88.58
315,73303,T48201321800,Texas,TX,Harris,321800,3927,0.51,18,0.2,88.35
316,73304,T48201321900,Texas,TX,Harris,321900,5657,0.96,19,0.19,88.13
317,73305,T48201322000,Texas,TX,Harris,322000,3771,0.28,19,0.18,87.84
318,73306,T48201322100,Texas,TX,Harris,322100,4142,0.85,20,0.19,88.01
319,73307,T48201322200,Texas,TX,Harris,322200,1831,0.37,19,0.18,86.98
320,73308,T48201322600,Texas,TX,Harris,322600,5237,0.97,20,0.18,88
321,73309,T48201322701,Texas,TX,Harris,322701,2807,0.31,20,0.18,88.11
322,73310,T48201322702,Texas,TX,Harris,322702,4336,0.5,20,0.18,87.91
323,73311,T48201322800,Texas,TX,Harris,322800,6246,1.22,20,0.18,88.06
324,73312,T48201322900,Texas,TX,Harris,322900,4072,0.65,19,0.18,87.71
325,73313,T48201323000,Texas,TX,Harris,323000,5821,0.55,20,0.18,87.2
326,73314,T48201323100,Texas,TX,Harris,323100,3492,0.8,20,0.19,88.06
327,73315,T48201323200,Texas,TX,Harris,323200,5595,0.82,20,0.2,88.22
328,73316,T48201323300,Texas,TX,Harris,323300,3397,0.51,20,0.19,88.12
329,73317,T48201323400,Texas,TX,Harris,323400,7275,0.78,19,0.21,88.81
330,73318,T48201323500,Texas,TX,Harris,323500,5349,1.04,19,0.21,88.62
331,73319,T48201323601,Texas,TX,Harris,323601,4041,1.12,19,0.21,88.47
332,73320,T48201323602,Texas,TX,Harris,323602,4963,0.88,19,0.21,88.51
333,73321,T48201323701,Texas,TX,Harris,323701,4397,0.9,19,0.21,88.44
334,73322,T48201323702,Texas,TX,Harris,323702,3252,0.41,19,0.21,88.61
335,73323,T48201323801,Texas,TX,Harris,323801,4068,0.52,20,0.21,88.53
336,73324,T48201323802,Texas,TX,Harris,323802,5005,0.94,20,0.21,88.42
337,73325,T48201323900,Texas,TX,Harris,323900,3710,1.11,20,0.21,88.53
338,73326,T48201324000,Texas,TX,Harris,324000,5817,3.11,20,0.21,88.34
339,73327,T48201324101,Texas,TX,Harris,324101,5279,1.15,19,0.18,87.76
340,73328,T48201324102,Texas,TX,Harris,324102,0,7.78,21,0.18,87.24
341,73329,T48201324200,Texas,TX,Harris,324200,1279,2.86,19,0.18,87.22
342,73330,T48201330101,Texas,TX,Harris,330101,5091,0.45,21,0.21,88.84
343,73331,T48201330102,Texas,TX,Harris,330102,2703,0.55,21,0.21,88.54
344,73332,T48201330200,Texas,TX,Harris,330200,4290,1.71,22,0.21,88.42
345,73333,T48201330301,Texas,TX,Harris,330301,7917,1.24,22,0.21,88.69
346,73334,T48201330302,Texas,TX,Harris,330302,5713,2.36,21,0.21,88.5
347,73335,T48201330303,Texas,TX,Harris,330303,4492,2.08,21,0.19,87.92
348,73336,T48201330400,Texas,TX,Harris,330400,4863,1.71,21,0.21,88.47
349,73337,T48201330500,Texas,TX,Harris,330500,4745,1.07,21,0.21,88.52
350,73338,T48201330600,Texas,TX,Harris,330600,7139,1.45,20,0.21,88.64
351,73339,T48201330700,Texas,TX,Harris,330700,8797,2.43,21,0.21,88.65
352,73340,T48201330801,Texas,TX,Harris,330801,6136,5.82,24,0.21,88.51
353,73341,T48201330802,Texas,TX,Harris,330802,9471,6.61,23,0.21,88.31
354,73342,T48201330901,Texas,TX,Harris,330901,9527,1.75,22,0.21,88.49
355,73343,T48201330902,Texas,TX,Harris,330902,3823,2.15,21,0.21,88.34
356,73344,T48201331100,Texas,TX,Harris,331100,4610,1.26,23,0.21,88.33
357,73345,T48201331200,Texas,TX,Harris,331200,4441,1.38,22,0.21,88.45
358,73346,T48201331300,Texas,TX,Harris,331300,5032,1.78,22,0.21,88.48
